Year,runtime,vote_average,Action,Animation,Aventure,Comédie,Crime,Documentaire,Drame,Familial,Fantastique,Guerre,Histoire,Horreur,Musique,Mystère,Romance,Science-Fiction,Thriller,Téléfilm,Western
1.0,0.32067510548523204,0.678403486638376,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.8764044943820224,0.4472573839662447,0.8143135680697328,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1.0,0.4641350210970463,0.7479068700539053,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.9101123595505634,0.4978902953586497,0.9748824406468632,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.9213483146067425,0.2573839662447257,0.9128340406009864,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.9213483146067425,0.24894514767932488,0.7160224796421609,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.9101123595505634,0.38396624472573837,0.8781970409450626,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.9438202247191008,0.38818565400843874,0.8228007799059526,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0.808988764044944,0.2953586497890295,0.6100470237412547,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9101123595505634,0.3248945147679324,0.6324119738502123,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0.3755274261603375,0.6786328707420576,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.8988764044943842,0.2616033755274261,0.6404404174790687,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0.9775280898876417,0.3122362869198312,0.8759031999082464,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.7640449438202239,0.430379746835443,0.7138433306571855,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.9213483146067425,0.3628691983122362,0.6632641357953895,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.9887640449438209,0.25316455696202533,0.907099438008946,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,0.30379746835443033,0.7879343961463471,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0.9325842696629216,0.35021097046413496,0.7857552471613718,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.9550561797752835,0.38818565400843874,0.6866613143709142,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.9775280898876417,0.26582278481012656,0.8127078793439616,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.9775280898876417,0.4092827004219408,0.8372519784378943,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.9887640449438209,0.31645569620253156,0.5505218488358757,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.9662921348314626,0.3586497890295358,0.7114347975685286,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.9775280898876417,0.430379746835443,0.8777382727376993,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.9325842696629216,0.24894514767932488,0.7340291317811677,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.9887640449438209,0.40506329113924044,0.7214130060786788,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.9775280898876417,0.29957805907172996,0.8857667163665558,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.9550561797752835,0.28270042194092826,0.8435600412891388,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.8651685393258433,0.2784810126582278,0.7710746645257484,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,0.3628691983122362,0.6142906296593647,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.9325842696629216,0.2194092827004219,0.901135451313224,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.8539325842696641,0.31645569620253156,0.7095997247390756,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0.9775280898876417,0.36708860759493667,0.906525977749742,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.9775280898876417,0.5696202531645569,0.9715563711434798,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
