title,overview,poster_path,Director,Actors_1,Actors_2,Actors_3,genre_principal,genre_1,genre_2,genre_3,Year,runtime,vote_average,Tous genres
Chair de poule - Le Film,"Zach Cooper vient d'emménager dans une petite ville, et il a bien du mal à se faire à sa nouvelle vie... jusqu'à ce qu'il rencontre sa très jolie voisine, Hannah, et se fasse un nouveau pote, Champ. Zach découvre rapidement que la famille d'Hannah est spéciale : l'énigmatique père de la jeune fille n'est autre que R.L. Stine, le célébrissime auteur des bestsellers horrifiques Chair de poule. Plus bizarre encore, les monstres que l'écrivain met en scène dans ses romans existent bel et bien. Stine les garde prisonniers à l'intérieur de ses manuscrits. Mais lorsque les créatures se retrouvent libérées par erreur, Zach, Hannah, Champ et Stine sont les seuls à pouvoir sauver la ville",/zc7stKQx57oJqNsSC5p3xl2xOEI.jpg,Rob Letterman,Jack Black,Dylan Minnette,Odeya Rush,Aventure,Aventure,Horreur,Comédie,2015,104.0,6.309,"['Aventure', 'Horreur', 'Comédie']"
Et si c'était vrai…,"Alors que David s'installe dans l'appartement qu'il vient de louer, une jeune femme, Elizabeth, apparaît soudainement, affirmant que cet appartement est le sien. David pense d'abord avoir affaire à un malentendu... jusqu'à ce qu'Elizabeth disparaisse aussi mystérieusement qu'elle était apparue. Cette dernière commence à apparaître et à disparaître à volonté. Convaincu qu'elle est un fantôme, David tente d'aider Elizabeth à passer de ""l'autre côté"". Mais celle-ci est certaine d'être encore en vie.",/uKATbTTIsPhZEjope1clmu7M7IQ.jpg,Mark Waters,Reese Witherspoon,Mark Ruffalo,Donal Logue,Comédie,Comédie,Romance,Fantastique,2005,95.0,6.959,"['Comédie', 'Romance', 'Fantastique']"
Les Pierrafeu à Rock Vegas,"Fred Pierrafeu, grutier diplômé de l'académie Bronto Crane, passe ses journées à concasser, charger et entasser de gros cailloux. Fièrement juché sur sa grue, ce brave ouvrier au sourire épanoui inspire d'emblée confiance et sympathie. Seule ombre au tableau : le manque de femmes qui rend parfois la vie bien triste. A l'autre bout de l'échelle sociale, dans le quartier chic de Bedrock City, la blonde Wilma Slaghoople s'ennuie ferme auprès de sa mère Pearl et de ses copines snobinardes, qui voudraient la convaincre d'épouser Chip Rockefeller.",/zggZ2BQWkknbVAW6IIo7qdAGhjx.jpg,Brian Levant,Mark Addy,Stephen Baldwin,Kristen Johnston,Comédie,Comédie,Familial,Romance,2000,91.0,4.8,"['Comédie', 'Familial', 'Romance']"
Rambo III,"Le Colonel Trautman contacte Rambo dans sa retraite en Thaïlande pour qu'il l'accompagne dans une mission périlleuse en Afghanistan. Mais l'ex-soldat refuse afin de se consacrer aux moines bouddhistes qui l'ont recueilli. Lorsque, quelques jours plus tard, l'agent Griggs lui explique que Trautman a été capturé par le Colonel Zaysen, Rambo décide de sauver son ami. Il s'infiltre dans les lignes ennemies et découvre toute l'horreur du conflit qui oppose les moudjahidin à l'armée soviétique. Déterminé, il s'attaque à toute une armée sans oublier son objectif premier : récupérer Trautman.",/zpWNN8q3HvOWMHmWtOTNBuShAcs.jpg,Peter MacDonald,Sylvester Stallone,Richard Crenna,Marc de Jonge,Action,Action,Aventure,Thriller,1988,100.0,6.198,"['Action', 'Aventure', 'Thriller']"
Jeux de dupes,"En 1925, le football professionnel n'est encore qu'un sport de brutes, parrainé par des petits entrepreneurs locaux à l'usage d'un public rural des plus clairsemés. Faute de règles, les matches tournent le plus souvent au pugilat, mais nul ne s'en plaint : les tribunes sont quasi-désertes...La pilule est d'autant plus amère pour le fringant Dodge Connolly, capitaine des ""Bulldogs"", qu'à la même époque, le football universitaire remplit les stades.",/wsr540Ka4Crnb5WffNQ5yuPP4iz.jpg,George Clooney,John Krasinski,David de Vries,Rick Forrester,Comédie,Comédie,Romance,Drame,2008,114.0,5.883,"['Comédie', 'Romance', 'Drame']"
The Ridiculous 6,"Quand son père hors‐la‐loi est kidnappé, Tommy « Lame Fatale » s’élance à sa rescousse à travers l’Ouest américain avec les cinq frères qu’il vient de se découvrir.",/kPc80jywR5Nm2KIQjkY5i4VXSx4.jpg,Frank Coraci,Adam Sandler,Terry Crews,Jorge Garcia,Western,Western,Comédie,Action,2015,120.0,5.226,"['Western', 'Comédie', 'Action']"
Où sont passés les Morgan ?,"Meryl et Paul Morgan semble être un couple parfait qui réussit sa vie dans le beau Manhattan. Seul ombre au tableau, leur mariage se dissout irrémédiablement. Cependant, l'agitation de leur vie new-yorkaise n'est rien en comparaison de ce qu'il va leur arriver.Un soir, ils sont les témoins d'un meurtre et de ce fait, la cible d'un tueur à gage. Très vite placés sous la protection du FBI, les Morgan sont contraints de quitter New York et d'aller s'exiler dans un centre de protection en plein coeur du Wyoming.Afin que rien ne leur arrivent, ils se retrouvent sous surveillance, 24 heures sur 24... pourtant ce sera peut-être pour eux l'occasion de raviver la passion.",/mG1fwHWh1C9NEfHmpprJx6Onjkx.jpg,Marc Lawrence,Hugh Grant,Sarah Jessica Parker,Sam Elliott,Comédie,Comédie,Drame,Romance,2009,103.0,5.376,"['Comédie', 'Drame', 'Romance']"
Les Stagiaires,"Billy et Nick, deux quarantenaires dont les carrières ont été pulvérisées par Internet, repartent à zéro en obtenant un stage chez Google, qui peut-être, débouchera sur un job. En compétition avec des petits génies de l’informatique tout droit sortis de l’école, ils vont devoir prouver qu’ils ne sont pas des dinosaures…",/21snQO8T0roFVhwXRlb3RSU89Y.jpg,Shawn Levy,Vince Vaughn,Owen Wilson,Rose Byrne,Comédie,Comédie,Aucun genre,Aucun genre,2013,119.0,6.238,"['Comédie', 'Aucun genre', 'Aucun genre']"
Resident Evil : Afterlife,"Dans un monde ravagé par un virus, transformant ses victimes en morts-vivants, Alice continue sa lutte à mort avec Umbrella Corporation. Elle poursuit son voyage à la recherche de survivants et d'un lieu sûr où les mener. Cette quête les mènent à Los Angeles mais ils constatent très vite que la ville est infestée par des milliers de morts-vivants. Alice et ses compagnons (dont un vieil ami inattendu) sont sur le point de tomber dans un piège d'Umbrella.",/dN18DJyxcuQZaQoInDZt0YH50dh.jpg,Paul W.S. Anderson,Milla Jovovich,Ali Larter,Wentworth Miller,Action,Action,Aventure,Horreur,2010,96.0,6.1,"['Action', 'Aventure', 'Horreur']"
L'Escadron Red Tails,"Durant la deuxième Guerre Mondiale, un groupe de jeunes noirs est recruté pour former le premier escadron aérien noir de l'armée américaine. Surnommés les ""queues rouges"" en raison de la peinture distinctive de leurs chasseurs, ils durent affronter les préjugés de l'époque et se distinguer par leurs états de services pour exister.",/3UnDuVeIRzLANd1vvd7NjWqkKao.jpg,Anthony Hemingway,Cuba Gooding Jr.,Gerald McRaney,David Oyelowo,Drame,Drame,Histoire,Guerre,2012,125.0,6.574,"['Drame', 'Histoire', 'Guerre']"
L'Associé du diable,"Kevin Lomax, jeune et brillant avocat, est approché par l'un des plus puissants cabinets New-Yorkais dirigé par l'étrange John Milton. Assoiffé de pouvoir et d'argent, poussé par une ambition dévorante, prêt à tout pour réussir, il accepte l'offre et gravit les marches de la réussite de façon fulgurante. Mais l'ambition a un prix : sans le savoir, Kevin vient de vendre son âme au diable...",/dwRco8u0IrVfiWzSH8HLUjgRdNR.jpg,Taylor Hackford,Keanu Reeves,Al Pacino,Charlize Theron,Horreur,Horreur,Drame,Mystère,1997,144.0,7.468,"['Horreur', 'Drame', 'Mystère']"
Crazy Dad,"Un père immature débarque la veille des noces de son fils, qu'il n'a pas vu depuis des années, et entretient dès son arrivée d'exécrables rapports avec la mariée.",/6pQnESBJO9eDd2auZxQEZIuAdh1.jpg,Sean Anders,Adam Sandler,Andy Samberg,Leighton Meester,Comédie,Comédie,Aucun genre,Aucun genre,2012,114.0,5.802,"['Comédie', 'Aucun genre', 'Aucun genre']"
Cœur de dragon,"En l'an 934, la reine Aislinn sollicite l'intervention d'un vénérable et puissant dragon pour sauver la vie de son fils Einon, tombé dans une embuscade. Le dragon fait alors l'offrande de la moitié de son cœur au prince. Sitôt monté sur le trône, Einon se révèle être un tyran. Son précepteur, le chevalier Bowen, est convaincu que le cœur du dragon a empoisonné son disciple. Il quitte la cour en se jurant d'exterminer cette race maudite.",/sgTitA0BNzzBc1zPx3KHuJxp8or.jpg,Rob Cohen,Dennis Quaid,Sean Connery,Dina Meyer,Fantastique,Fantastique,Action,Aventure,1996,103.0,6.5,"['Fantastique', 'Action', 'Aventure']"
Coup d'éclat,"Max et Lola s'enfuient dans un paradis tropical pour enfin profiter du fruit de leur coupable entreprise. Bien décidés à mener une vie de luxe après avoir multiplié les coups, ils coulent des jours paisibles jusqu'à ce que l'agent du FBI qui rêve de les coffrer retrouve leur trace, convaincu qu'ils s'apprêtent à dérober un des plus gros diamants du monde lors de leur croisière...",/rKgi27GO4GcINNdIX3cvp9BFMUa.jpg,Brett Ratner,Pierce Brosnan,Salma Hayek,Woody Harrelson,Action,Action,Comédie,Crime,2004,98.0,6.167,"['Action', 'Comédie', 'Crime']"
Ghost Rider : L'Esprit de vengeance,"Danny, jeune garçon porteur d’une prophétie, suscite la convoitise de Roarke, un homme mystérieux possédant de grands pouvoirs. On fait alors appel à Johnny Blaze pour se lancer à la recherche de l’enfant en lui proposant comme récompense de le libérer de son alter ego, le Ghost Rider.  Poussé par le désir de lever sa malédiction et celui de sauver le garçon, le Rider parviendra-t-il à s’affranchir de la menace de Roarke ?",/xQkZZ3UpbtmhtSaEfXCFJUx0XL.jpg,"Mark Neveldine, Brian Taylor",Nicolas Cage,Ciarán Hinds,Idris Elba,Action,Action,Fantastique,Thriller,2011,95.0,5.0,"['Action', 'Fantastique', 'Thriller']"
Capitaine Corelli,"En 1941 sur une île de Grèce, les habitants croient échapper à la guerre mondiale qui embrase l'Europe. Ils sont si loin du monde, et chez eux le climat est si doux...L'histoire les rattrape pourtant lorsque les soldats italiens débarquent pour occuper l'île. Entre le capitaine Corelli et la jolie Pelagia, déjà fiancée au pêcheur Mandras, les sentiments naissent peu à peu. Même si la jeune femme ne veut pas trahir son peuple et son fiancé dont elle n'a plus de nouvelles depuis qu'il est parti au front...",/tCDjoSA7boZko2o1srxGw3OagzH.jpg,John Madden,Nicolas Cage,Penélope Cruz,John Hurt,Drame,Drame,Romance,Guerre,2001,131.0,5.96,"['Drame', 'Romance', 'Guerre']"
Baby-Sittor,"Shane Wolfe, un soldat d'élite, se voit confier la protection des enfants d'un scientifique assassiné. Coincé entre les plus redoutables des tueurs et une ado rebelle, un jeune qui déprime, une fan de kung-fu de 8 ans, son petit frère de 3 ans et un bébé, Shane va devoir se battre d'une main et faire chauffer le biberon de l'autre !",/71dvNFJ9bXLQS6LssBuuKlvE5HC.jpg,Adam Shankman,Vin Diesel,Brittany Snow,Max Thieriot,Comédie,Comédie,Familial,Action,2005,95.0,6.067,"['Comédie', 'Familial', 'Action']"
Tolérance Zéro,"Après une brillante carrière dans les Forces Spéciales, Chris Vaughn fait un retour discret sur les lieux de son enfance. Nichée au cœur des forêts du nord-ouest des Etats-Unis, la communauté de Ferguson offre à ses yeux un spectacle de désolation. Cette bourgade, jadis si paisible et qu'il aimait tant, est tombée sous la coupe de l'homme d'affaires véreux Jay Hamilton, son ennemi de toujours...",/hyHLZa5FxCqhwQrViUtTsCf8KcT.jpg,Kevin Bray,Dwayne Johnson,Ashley Scott,Johnny Knoxville,Aventure,Aventure,Drame,Action,2004,85.0,6.311,"['Aventure', 'Drame', 'Action']"
Forrest Gump,"À Savannah, État de Géorgie, Forrest Gump, assis sur un banc public, livre à qui veut l’entendre, l’étrange récit de sa vie mouvementée sur trois décennies. Il naît dans un bourg de l’Alabama, affecté d’un quotient intellectuel inférieur à la moyenne et d’une paralysie partielle des jambes. Souvent raillé à l’école, le jeune Forrest se lie d’amitié avec Jenny. Propulsé de l'état d'handicapé physique à celui de vedette du football, de héros du Vietnam au roi de la crevette, des honneurs de la Maison Blanche au bonheur d'une histoire d'amour, Forrest est le symbole d'une époque, un candide dans une Amérique qui a perdu son innocence.",/zi6RNYK1vXjIvpSBgjatXRcFYh2.jpg,Robert Zemeckis,Tom Hanks,Robin Wright,Gary Sinise,Comédie,Comédie,Drame,Romance,1994,142.0,8.5,"['Comédie', 'Drame', 'Romance']"
Alvin et les Chipmunks,"A l'approche de Noël, le sapin où vivent trois frères écureuils nommés Alvin, Simon et Théodore, est abattu et installé avec ses petits occupants dans le hall d'une maison de disques. Dave, chanteur-compositeur venu proposer une de ses chansons, repart sans le savoir avec dans son sac les trois joyeux rongeurs... Dave découvre rapidement que les trois écureuils ne sont pas seulement doués pour semer la panique chez lui, ils peuvent aussi parler et surtout faire de la musique ! Il leur compose alors une chanson. Le succès est immédiat, et Alvin et les Chipmunks deviennent des stars...",/jwdWNIRjjt8XD3aDtVCKUIfJypS.jpg,Tim Hill,Jason Lee,Ross Bagdasarian Jr.,Janice Karman,Comédie,Comédie,Familial,Fantastique,2007,90.0,5.834,"['Comédie', 'Familial', 'Fantastique']"
Mon beau-père et moi,"Greg Focker, un modeste infirmier de Chicago, vit depuis deux mois avec la charmante Pam Byrnes et rêve d'officialiser leur union. Ravie de sa proposition, la jeune femme insiste pour un strict respect des règles bourgeoises : Greg devra obtenir l'accord de son père, Jack.Deux semaines plus tard, le couple fait son apparition dans la luxueuse résidence des Byrnes. Accueilli à bras ouverts par la mère de Pam, Dina, Greg décèle d'emblée une certaine froideur chez Jack. Ce dernier ne compte pas ""céder"" sa fille chérie au premier venu.Bien décidé à emporter la mise, Greg, nerveux, se met en quatre pour s'attirer la sympathie et le respect de son beau-père, ancien agent de la CIA, mais toutes ses amabilités, toutes ses plaisanteries tombent à plat face à cet homme crispé, possessif et paranoïaque.",/cEd840xfKawjUGjcnJj41KS3yBM.jpg,Jay Roach,Ben Stiller,Robert De Niro,Teri Polo,Comédie,Comédie,Romance,Aucun genre,2000,108.0,6.693,"['Comédie', 'Romance', 'Aucun genre']"
"Pocahontas, une légende indienne","Walt Disney Animation Studios s'est inspiré de la vie extraordinaire et de l’esprit indomptable de l’héroïne amérindienne pour raconter l'histoire de Pocahontas. Cette aventure musicale allie les faits historiques et la légende pour raconter l’histoire d’une jeune femme courageuse, pleine de compassion et d’énergie. Elle doit ""écouter son cœur"" pour choisir sa voie, guidée par la sagesse de sa bien-aimée Grand-mère Feuillage et par son amitié avec le capitaine John Smith.",/y7expGBz3w2o4up38M3mfGYQ0i0.jpg,"Mike Gabriel, Eric Goldberg",Mel Gibson,Linda Hunt,Christian Bale,Aventure,Aventure,Animation,Familial,1995,82.0,6.9,"['Aventure', 'Animation', 'Familial']"
Superman,"Juste avant l’explosion de la planète Krypton, Jor‐El décide de sauver son fils en l’envoyant sur Terre. Le nourrisson est recueilli par le couple Kent qui décide de l’élever comme son propre fils. L’enfant se met à développer des pouvoirs hors du commun. Une fois adulte, Clark Kent, reporter au Daily Planet, souhaite mener une vie normale. Il ne renie pas pour autant ses capacités à sauver le monde et devient alors Superman : super‐héros volant au secours de la veuve et de l’orphelin, attisant la jalousie de Lex Luthor et l’intérêt de sa collègue Loïs Lane.",/mQfD5mIt2NwgVRRhO8GtijeOFfA.jpg,Richard Donner,Christopher Reeve,Margot Kidder,Gene Hackman,Science-Fiction,Science-Fiction,Action,Aventure,1978,143.0,7.161,"['Science-Fiction', 'Action', 'Aventure']"
Le Professeur Foldingue,"Sherman Klump enseigne la chimie dans une université californienne. Ce brillant chercheur, atteint d'une obésité prononcée, est en train de mettre la dernière main à une potion capable d'éliminer dans la seconde toutes les graisses superflues. Un premier rendez-vous dans un cabaret avec Carla Purty, une belle collègue nouvellement arrivée, tourne au drame par la faute d'un comique qui l'accable de quolibets. Ce fiasco renforce la détermination de Sherman à s'auto-administrer son produit miracle. L'expérience est un succès. Le professeur se transforme en un séducteur mince et arrogant et prend pour surnom « Buddy Love »…",/9xfeLcAvyYaZaBHeXHDYWTh8rNt.jpg,Tom Shadyac,Eddie Murphy,Jada Pinkett Smith,James Coburn,Fantastique,Fantastique,Comédie,Romance,1996,95.0,5.638,"['Fantastique', 'Comédie', 'Romance']"
